1011	10114	50	10115	50
#jump small left
1021	10210	100
#brake small left 
1031	10317	100
#hold idle small left
10501	10510	100
#hold walk small left
10511	10511	100	10512	100
#hold jump small left
10531	10513	100
#fly left
10621	10612	100
#hold kick small left
10571	10710	200
# ==== BIG =====
#idle big right
110	11001	100
#walk big right
1100	11002	100	11003	100
#max speed big right
1110	11104	30	11105	30	11106	30	11105	30
#jump up big right
1120	11201	100
#jump down big right
1123	11202	100
#brake big right 
1130	11307	100
#sit big right
1140	11408	100
#hold idle big right
11500	11500	100
#hold walk big right
11510	11501	100	11502	100
#hold jump big right
11530	11503	100
#fly right
11620	11602	100
#hold kick big right
11570	11700	200
#idle big left
111	11011	100
#walk big left
1101	11012	100	11013	100
#max speed big left
1111	11114	30	11115	30	11116	30	11115	30
#jump up big left
1121	11211	100
#jump down big left
1124	11212	100
#brake big left 
1131	11317	100
#sit big left
1141	11418	100
#hold idle big left
11501	11510	100
#hold walk big left
11511	11511	100	11512	100
#hold jump big left
11531	11513	100
#fly left
11621	11612	100
#hold kick big left
11571	11710	200
# ==== TAIL =====
#idle tail right
120	12001	100
#walk tail right
1200	12002	100	12003	100
#max speed tail right
1210	12104	25	12105	25
#jump up tail right
1220	12201	100
#jump down tail right
1223	12202	100
#brake tail right
1230	12307	100
#sit tail right
1240	12408	100
#hold idle tail right
12500	12500	100
#hold walk tail right
12510	12501	100	12502	100
#hold jump tail right
12530	12503	100
#fly up right
12620	12602	100
#fly down right
12630	12603	100
#fly flapping right
12640	12604	100	12605	100	12606	100
#hold kick tail right
12570	12700	200
#turning tail right
1280	12803	70	12804	70	12805	70	12806	70	12803	70
#1280	12805	70
#flapping tail right
1226	12203	100	12204	100	12205	100	12204	100
#idle tail left
121	12011	100
#walk tail left
1201	12012	100	12013	100
#max speed tail left
1211	12114	25	12115	25
#jump up tail left
1221	12211	100
#jump down tail left
1224	12212	100
#brake tail left
1231	12317	100
#sit tail left
1241	12418	100
#hold idle tail left
12501	12510	100
#hold walk tail left
12511	12511	100	12512	100
#hold jump tail left
12531	12513	100
#fly up left
12621	12612	100
#fly down left
12631	12613	100
#fly flapping left
12641	12614	100	12615	100	12616	100
#hold kick tail left
12571	12710	200
#turning tail left
1281	12813	70	12814	70	12815	70	12816	70	12813	70
#flapping tail left
1228	12213	100	12214	100	12215	100	12214	100

#ENLARGING
1701	11001	100	10001	100	11001	100	10001	100	11001	100	10001	100	11001	100	11001	100	11001	100	11001	100	11001	100	11001	100
1702	11011	100	10011	100	11011	100	10011	100	11011	100	10011	100	11011	100	11011	100	11011	100	11011	100	11011	100	11011	100
#SHIRNKING
1801	11001	75	15001	75	11001	75	11001	75	15001	75	11001	75	15001	75	10001	75	15001	75	10001	75	15001	75	11001	75	15001	75	11001	75	15001	75	11001	75

1802	11011	75	15001	75	11011	75	11011	75	15001	75	11011	75	15001	75	10011	75	15001	75	10011	75	15001	75	11011	75	15001	75	11011	75	15001	75	11011	75

#NOTHING (Invisible)
1901	15001	50

#DIE
999	13001	100
#/

